Cable System|Cable type (Backhaul/Subsea)|Segment|A-end Country|A-End PoP|B-end PoP|B-end Country|RTD(ms)|Weight|Supplier/Provider|Status|On-Net|Data Quality (Segment)|Data Quality (RTD)
EAC CABLE NETWORK|Subsea|EACALN002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALN003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALN004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALN008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALNS001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACALS001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64EQU001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64EQUNP003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64EQUNP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAI005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAI010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAI011|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA004|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA005|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA012|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA010|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA011|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA013|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA009|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA014|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA015|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA01|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA017|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHA018 PROTECTION|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64HKGCHANP002|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAI003|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TAI001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACTPEREN - C2CTWNTSI VC64001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN006|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN008|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TPEYAN007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64TWNTPE001|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI007|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI013|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
EAC CABLE NETWORK|Subsea|EACD64SELSRI016|AFGHANISTAN|ZZZZ|ZZZZ|AFGHANISTAN|||Telstra International|In Service|Yes|Delete - Test record|
FASTER CABLE NETWORK|Subsea|FASTER S1 & S2 [BDN-CHK2]|JAPAN|CKKD|BAAT|UNITED STATES OF AMERICA|83.2|20|Consortium|In Service|No|To be determined|Match
FASTER CABLE NETWORK|Subsea|FASTER S1 & S3 & S4 [BDN-SHS]|JAPAN|SSNT|BAAT|UNITED STATES OF AMERICA|87.3|20|Consortium|In Service|No|To be determined|Match
HAWAIKI CABLE NETWORK|Subsea|HAWAIKI SEGMENT1 [AUSY HIKA]|AUSTRALIA|SYE4|HIKA|UNITED STATES OF AMERICA|133|20|SubCom|In Service|No|To be determined|Match
HAWAIKI CABLE NETWORK|Subsea|HAWAIKI SEGMENT2 [HIKA USFB]|UNITED STATES OF AMERICA|USFB|HIKA|UNITED STATES OF AMERICA|88.2|20|SubCom|In Service|No|To be determined|Match
HAWAIKI CABLE NETWORK|Subsea|What about other segments?|||||||SubCom|In Service|No|Unable to reconcile against source|Unable to reconcile against source
INDIGO WEST CABLE|Subsea|INDIGO [IJCB - ISTT]|SINGAPORE|ISTT|IJCB|INDONESIA|11|20|Consortium|In Service|Yes|To be determined|Match
INDIGO WEST CABLE|Subsea|INDIGO [PTHW - TUAS]|SINGAPORE|TUAS|PTHW|AUSTRALIA|47|20|Consortium|In Service|Yes|To be determined|Match
INDIGO WEST CABLE|Subsea|INDIGO WEST CABLE - TELSTRA CAPACITY [PTHW TUAS]|SINGAPORE|TUAS|PTHW|AUSTRALIA||20|Consortium|In Service|Yes|Delete - Test record|
RNAL CABLE NETWORK|Subsea|TNAL [TCH FP1 - WAD FP4]|TAIWAN|TUCN|JWLS|JAPAN|70|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL [TCH FP2 - WAD FP5]|TAIWAN|TUCN|JWLS|JAPAN|27|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL [PSN FP5 - WAD FP5]|KOREA SOUTH|KOLS|JWLS|JAPAN|22|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL SEGMENT F|KOREA SOUTH|KOLS|JWLS|JAPAN|75|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL SEGMENT A + B|TAIWAN|TUCN|JWLS|JAPAN|27|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL CCW|TAIWAN|TUCN|JWLS|JAPAN|77|20|Consortium|In Service|Yes|Create|Match
RNAL CABLE NETWORK|Subsea|RNAL [PSN FP5 - TFK FP5]|HONG KONG|TGFK|KOLS|KOREA SOUTH|69|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL SEGMENT E|HONG KONG|TGFK|KOLS|KOREA SOUTH|28|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL [TCH FP2 - TFK FP5]|TAIWAN|TUCN|TGFK|HONG KONG|20|20|Consortium|In Service|Yes|To be determined|Match
RNAL CABLE NETWORK|Subsea|RNAL SEGMENT C + D|TAIWAN|TUCN|TGFK|HONG KONG|77|20|Consortium|In Service|Yes|To be determined|Match
TGN-IA CABLE NETWORK|Subsea||||||||Tata Communications|In Service|No|Unable to reconcile against source|Unable to reconcile against source
UNITY CABLE NETWORK|Subsea|UNITY [1WUN-CKKD]|JAPAN|CKKD|1WUN|UNITED STATES OF AMERICA|95.309|20|Consortium|In Service|Yes|To be determined|Match
UNITY CABLE NETWORK|Subsea|What about other segments?|JAPAN|JWLS||UNITED STATES OF AMERICA|95.575||Consortium|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SE2 [HIL SJE]|UNITED STATES OF AMERICA|SJMC|HILS|UNITED STATES OF AMERICA|17|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SE [HIL MRB]|UNITED STATES OF AMERICA|MRBC|HILS|UNITED STATES OF AMERICA|16|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SF [HIL KAH]|UNITED STATES OF AMERICA|KPLS|HILS|UNITED STATES OF AMERICA|48|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SI [KAH SPE]|UNITED STATES OF AMERICA|SBLS|KPLS|UNITED STATES OF AMERICA|5|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SD [MRB SPE]|UNITED STATES OF AMERICA|SBLS|MRBC|UNITED STATES OF AMERICA|42|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SE1 [MRB SJE]|UNITED STATES OF AMERICA|SJMC|MRBC|UNITED STATES OF AMERICA|4|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SK4 [PE8 SJE]|UNITED STATES OF AMERICA|SJMC|PAIX|UNITED STATES OF AMERICA|||Southern Cross Cable Network|In Service|No|Unable to reconcile against source|Unable to reconcile against source
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SC [SPE TAK]|NEW ZEALAND|TACL|SBLS|UNITED STATES OF AMERICA|81|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SH24 [ALX SEQ/SY1]|AUSTRALIA|SYEQ|SXAL|AUSTRALIA|||Southern Cross Cable Network|In Service|No|Unable to reconcile against source|Unable to reconcile against source
SOUTHERN CROSS CABLE NETWORK|Subsea|SX NEXT [ALX TAK]|NEW ZEALAND|TACL|SXAL|AUSTRALIA|24|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX STH SA-B-C-D [ALX-WHE-TAK-SPE-MOR] - DUMMY|NEW ZEALAND|WHLS|SXAL|AUSTRALIA|23|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX Next [ALX LC2]|UNITED STATES OF AMERICA|ULAL|SXAL|AUSTRALIA|||Southern Cross Cable Network|In Service|No|Unable to reconcile against source|Unable to reconcile against source
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SA [ALX WHE]|NEW ZEALAND|WHLS|SXAL|AUSTRALIA|23|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SH [ALX BRO]|AUSTRALIA|SXBR|SXAL|AUSTRALIA|1|20|Southern Cross Cable Network|In Service|No|To be determined|Match
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SH23 [BRO SEQ/SY1]|AUSTRALIA|SYEQ|SXBR|AUSTRALIA|||Southern Cross Cable Network|In Service|No|Unable to reconcile against source|Unable to reconcile against source
SOUTHERN CROSS CABLE NETWORK|Subsea|SX NEXT [TAK LC2]|UNITED STATES OF AMERICA|ULAL|TACL|NEW ZEALAND|||Southern Cross Cable Network|In Service|No|Unable to reconcile against source|Unable to reconcile against source
SOUTHERN CROSS CABLE NETWORK|Subsea|SX SB [TAK WHE]|NEW ZEALAND|WHLS|TACL|NEW ZEALAND|1|20|Southern Cross Cable Network|In Service|No|To be determined|Match
TGN-EA CABLE|Subsea|TGN-EA [MRSJ-MBAI]|FRANCE|MRSJ|MBAI|INDIA|92|80|Tata Communications|In Service|No|To be determined|Match
TGN-EA CABLE|Subsea|TGN-EA [UFSH-ULCN]|UNITED KINGDOM|ULCN|UFSH|UNITED ARAB EMIRATES|||Tata Communications|In Service|No|Unable to reconcile against source|Unable to reconcile against source
EXA EXPRESS CABLE SYSTEM|Subsea|EXA EXPRESS [LON-USA]|UNITED KINGDOM|ULHC|EQAB|UNITED STATES OF AMERICA|69.4|80|EXA Infrastructure|In Service|No|To be determined|Match
EXA EXPRESS CABLE SYSTEM|Subsea|EXA EXPRESS [LON-USA]|UNITED KINGDOM|ULHC|UNSE|UNITED STATES OF AMERICA|63.3|80|EXA Infrastructure|In Service|No|Create|Match
FA-1 CABLE SYSTEM|Subsea|FA-1 CABLE (SOUTH)|UNITED KINGDOM|ULHC|NY8A|UNITED STATES OF AMERICA|||Global Cloud Xchange|In Service|No|Update - Incorrect status|Unable to reconcile against source
FA-1 CABLE SYSTEM|Subsea|FA-1 CABLE (NORTH)|UNITED KINGDOM|ULCO|NY8A|UNITED STATES OF AMERICA|||Global Cloud Xchange|In Service|No|Update - Incorrect status|Unable to reconcile against source
FA-1 CABLE SYSTEM|Subsea|FA1-NORTH|UNITED KINGDOM|ULHC|UNSE|UNITED STATES OF AMERICA|72|80|Global Cloud Xchange|In Service|No|To be determined|Match
AC-1 CABLE SYSTEM|Subsea|AC-1 CABLE (SOUTH)|UNITED KINGDOM|ULCO|NY8A|UNITED STATES OF AMERICA|69.15|80|Aqua Comms|In Service|No|Update - Incorrect status|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S2.1&.3&.4 [IBTR ALEX]|ITALY|IBTR|ALEX|EGYPT|20.17|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S2 SUB-SYSTEM|FRANCE|MRSA|ALEX|EGYPT|29.13|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S-X1 (LAND SECTION) [ALEX EZAE]|EGYPT|EZAE|ALEX|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S2.1&.3&.5 [MRSA ALEX]|FRANCE|MRSA|ALEX|EGYPT|29.13|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-H.4 & 5 [CSCI TSCR]|THAILAND|TSCR|CSCI|CAMBODIA|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-H.1 & 3 & 4 [HKCA CSCI]|HONG KONG|HKCA|CSCI|CAMBODIA|29.36|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.18&.19&.21 [EZAE DJIB]|EGYPT|EZAE|DJIB|DJIBOUTI|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.2&.3&.5&.7&.15&.17&.18 [DJIB TSPE]|THAILAND|TSPE|DJIB|DJIBOUTI|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S SUB-SYSTEM|THAILAND|TSPE|EZAE|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.1&.3&.5&.7&.15&.17&.19&. 21 [EZAE MPTM]|MALAYSIA|MPTM|EZAE|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.2&.3&.5&.7&.15&.17&.19&. 21 [EZAE TSPE]|THAILAND|TSPE|EZAE|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.6&.7&.15&.17&.19&.21 [EZAE IMNB]|INDIA|IMNB|EZAE|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.8&.10&.11&.15&.17&.19&.21 [EZAE OMAB]|OMAN|OMAB|EZAE|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.8&.10&.12&.13&.15&.17&.19&.21 [EZAE FUJB]|UNITED ARAB EMERIATES|FUJB|EZAE|EGYPT|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.1&.3&.5&.7&.8&.10&.12&.13 [FUJB MPTM]|MALAYSIA|MPTM|FUJB|UNITED ARAB EMERIATES|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-H.1 & 2 [HKCA VUCL]|VIETNAM|VUCL|HKCA|HONG KONG|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-H.1 & 3 & 5 [TSCR HKCA]|THAILAND|TSCR|HKCA|HONG KONG|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 T1-H HKG LAND SECTION [HKCA HKWG]|HONG KONG|HKWG|HKCA|HONG KONG|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 [MRS2 - HKTH]|FRANCE|MRS1|HKTH|HONG KONG|153.39|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 [HKTH - IMNV]|INDIA|IMNV|HKTH|HONG KONG|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 [HKTH - MRS1]|FRANCE|MRS1|HKTH|HONG KONG|153.16|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-H SUB-SYSTEM|THAILAND|TSCR|HKWG|HONG KONG|29.25|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 [IMNB - MRS1]|FRANCE|MRS1|IMNB|INDIA|97.36|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.1&.3&.5&.6 [IMNB MPTM]|MALAYSIA|MPTM|IMNB|INDIA|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S-L1 (LAND SECTION) [MPTM SGTC]|SINGAPORE|SGTC|MPTM|MALAYSIA|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.1&.2 [TSPE MPTM]|THAILAND|TSPE|MPTM|MALAYSIA|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S1-S.1&.3&.5&.7&.8&.10&.11 [OMAB MPTM]|OMAN|OMAB|MPTM|MALAYSIA|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S-L2 (LAND SECTION) [MPTM SSG3]|SINGAPORE|SSG3|MPTM|MALAYSIA|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 [MRS1 - SGGS]|SINGAPORE|SGGS|MRS1|FRANCE|131.55|80|Consortium|In Service|No|To be determined|Match
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 [MRS2 - SGGS]|SINGAPORE|SGGS|MRS2|FRANCE|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S2-T2 (LAND SECTION) [MRSK MRSA]|FRANCE|MRSK|MRSA|FRANCE|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S2-T1 (LAND SECTION) [MRSJ MRSA]|FRANCE|MRSJ|MRSA|FRANCE|||Consortium|Decommissioned|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S-L3.1 (LAND SECTION) [SSG3 SGTC]|SINGAPORE|SSG3|SGTC|SINGAPORE|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S-L3.2 (LAND SECTION) [SSG3 SGTC]|SINGAPORE|SSG3|SGTC|SINGAPORE|||Consortium|In Service|No|To be determined|
AAE-1 SUBMARINE SYSTEM (ASIA AFRICA EUROPE-1)|Subsea|AAE-1 S-X2 (LAND SECTION) [TSPE TSCR]|THAILAND|TSPE|TSCR|THAILAND|||Consortium|In Service|No|To be determined|
