MASTER_DATA_ID__c|Name|CS_POP_Label__c|Status__c|Provider__c|Type__c|CS_POP_Options__c|Facility_Type__c|Address__r.Name|CS_City__c|CS_Country__c|CS_Region__c|Latitude__c|Longitude__c|Local_Access_Providers__c|Workflow_Queue__c|On_Net_POP__c|Tier__c|Supported_AS__c|FS_Waiver_IPVPN__c|FS_Waiver_Internet__c|FS_Waiver_Colo__c|Is_LOA_Mandatory|LL_Test_By_FS__c|Supported_By__c|Facility_Name__c|Operate__c|Facility_Provider__c|Facility_Service_Status__c|Power_Upgrade_Availability__c|Annual Price Increment|API_Applicable_Product|Standard__c|Facility_Workflow_Queue__c|Customer__c|Facility_Certfication__c|Metro Connect|Campus Cross Connect|NNIA/B Suppliers|ENNI Suppliers|Additional_Information__c|EPL|EPL Prime|IPL|ICBS|EPLX|GID|IPT|TWI|TID|GIE|IPVPN|RSA|SMA|VPLS|EVPL|COLO|TPN|GMN|CLSCOLO|SATDPL|SATTAS|SATVST|SATVOF|SATVSP|SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|IPX|FABRIC|METAL|Global_IPVPN_Interconnect|NEXTIP_Interconnect|NFV_AVAILABLE|PRE_WIRING|EXCHANGE_Interconnect|GMN Node Type|SITE|UIA|CABLE|VPG
TUK6|TUK6|TUK6|Decommissioned|Telstra International|Point of Presence|IPVPN;COLO;|Data Centre|Telstra Data Hall (D4), Sentrum IV, Kestrel Way, Goldsworth Park Trading Estate, Working GU21 3BA|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|BT Wholesale||Off-Net|||||Yes|FALSE|No||Woking Hosting Centre|Owned|Telstra International||No||||||||||||||||||||||IPVPN|||||COLO|||||||||||||||||||||||||||||
UKLH|UKLH|UKLH|Decommissioned|Telstra International|Point of Presence|||6 Greenwich View Place, Millharbour, Docklands, London, E14 9NN, UK|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net||||||FALSE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
UKWH|UKWH|UKWH|Decommissioned|Telstra International|Point of Presence|||Kestrel Way, Goldsworth Park Trading Estate, Woking, GU21 3BA|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|COLT, BT Openreach, BT Wholesale, Vodafone||Off-Net||||||FALSE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ULFS|ULFS|ULFS|Live - as designed|Telstra International|Point of Presence||PoP|Bloomsbury exchange, 60 Cleveland Street, W1T 4JZ|LONDON|UNITED KINGDOM|Europe|51.512642|-0.09977|COLT, BT Openreach, BT Wholesale, Vodafone|FS EMEA|On-Net||||||FALSE|No|FS|ULFS|Leased|Telstra International||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ULHS|ULHS|ULHS|Live - cease sale|Telstra International|Point of Presence|GMN;||Faraday Building,1 Knightrider Street,London, EC4V 5BT|LONDON|UNITED KINGDOM|Europe|51.5229492|-0.1419313|COLT, BT Openreach, BT Wholesale, Vodafone|FS EMEA|On-Net||||||FALSE|No|FS|ULHS|Leased|Telstra International|||||||||||||||||||||||||||||||GMN|||||||||||||||||||||||||||
ULIX|ULIX|ULIX|Decommissioned|Telstra International|Point of Presence|||LON1, Room 206A, 11 Hanbury Street, London E1 6QR, United Kingdoms|LONDON|UNITED KINGDOM|Europe|#N/A|#N/A|||On-Net||||||FALSE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ULTT|ULTT|ULTT|Decommissioned|Telstra International|Point of Presence|||50-52 Paul Street, London EC2A 4UJ|LONDON|UNITED KINGDOM|Europe|51.52378|-0.08397|COLT, BT Openreach, BT Wholesale, Vodafone||On-Net||||||FALSE|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ULCN|ULCN|ULCN|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPVPN;VPLS;EVPL;COLO;GMN;IPX;|PoP;Data Centre|TFM19 2nd, Telehouse North, Coriander Ave, London|LONDON|UNITED KINGDOM|Europe|51.5115857|-0.002732|BT,Colt,Vodafone,CTL,BICS,EU Networks,Zayo,Virtual 1,Epsilon|FS EMEA|On-Net|Primary|AS4637|1G|1G|No|TRUE|No|FS|Telehouse North, London|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS||GID|||||IPVPN|||VPLS|EVPL|COLO||GMN|||||||||||||||IPX||||||||||Not Supported|BBG+EIG, SMW3|
ULHC|ULHC|ULHC|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;ICBS;GID;IPT;IPVPN;RSA;VPLS;EVPL;COLO;TPN;GMN;IPX;|PoP;Data Centre|6 Greenwich View Place, Millharbour, E14 9NN|LONDON|UNITED KINGDOM|Europe|51.49466|-0.0182283|BT,Colt,Vodafone,CTL,BICS,EU Networks,Zayo,Epsilon|FS EMEA|On-Net|Primary|AS4637|1G|1G|No|TRUE|No|FS|London Hosting Centre|Owned|Telstra International||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||ISO27001, PCI DSS||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|RSA||VPLS|EVPL|COLO|TPN|GMN|||||||||||||||IPX|||TRUE|FALSE|TRUE|FALSE|AS4637|Media Node||Supported|BBG+EIG, SMW3, SMW5, AAE, FA1, YELLOW, TEA|VPG
ULCO|ULCO|ULCO|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;TPN;|PoP|TFM50 2nd floor &TFM71 4th floor, Telehouse East, Coriander Avenue, London  E14 2AA|LONDON|UNITED KINGDOM|Europe|51.5115257|-0.002632|BT,Colt,Vodafone,CTL,BICS,EU Networks,Zayo,Virtual 1,Epsilon|FS EMEA|On-Net|Extension|AS4637|1G|1G||TRUE|No|FS|ULCO|Leased|Telstra International||||||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL||TPN|||||||||||||||||||TRUE|FALSE|FALSE|FALSE||||Supported|BBG+EIG|
UWHC|UWHC|UWHC|Live - as designed|Telstra International|Point of Presence;Infrastructure|IPVPN;VPLS;EVPL;COLO;|PoP;Data Centre|WHC - Telstra Data Hall 4, Sentrum, Unit 21 Goldsworth Trading Estate, Kestrel Way, GU21 3BA, UK|WOKING|UNITED KINGDOM|Europe|51.316774|-0.560035|GTT,Virgin Media|FS EMEA|On-Net|Extension|AS4637|1G|1G|No|TRUE|No|FS|Woking Hosting Centre|Resell|DRT||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||||||||||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||||||||||Not Supported||
ZZZZ_UNITED STATES OF AMERICA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;VPLS;EVPL;|||ANY|UNITED STATES OF AMERICA|North America|||||Off-Net|||||||No|||||||||||||||Inteliglobe Communications,Lumen||||||||||||GIE|IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||||
EQAB|EQAB|EQAB|Live - as designed|Telstra International|Point of Presence|EPL;IPL;GID;IPT;IPVPN;|PoP|Equinix DC21 IBX, 22175 Beaumeade Circle, Ashburn, VA 20147|ASHBURN|UNITED STATES OF AMERICA|North America|39.0163627|-77.4590225|Century Link,AT&T,Verizon,Zayo,|FS US - New Jersey/New York|On-Net|Primary|AS4637|500M|500M|Yes|TRUE|No|FS|Equinix DC21, Ashburn|Leased|Equinix|||||||||DC13,DC14,CU1,CU2,CU3,CU4|DC1,DC2,DC3,DC4,DC5,DC6,DC10,DC11,DC12,DC15||||EPL||IPL|||GID|IPT||||IPVPN||||||||||||||||||||||||||||||||||
USAT|USAT|USAT|Live - as designed|Telstra International|Point of Presence|IPVPN;VPLS;EVPL;COLO;FABRIC;METAL;|PoP;Data Centre|2/F cabinet #807 , 180 Peachtree St NW/Fl-2 Equinix, Atlanta GA 30303|ATLANTA|UNITED STATES OF AMERICA|North America|33.7756067|-84.3916212|Century Link,AT&T,Verizon,Zayo,|FS US - New Jersey/New York|On-Net|Secondary|AS4637|1G||Yes|TRUE|No|FS|Equinix AT1, Atlanta|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||AT2,AT3,AT4,AT5|||||||||||||||IPVPN|||VPLS|EVPL|COLO||||||||||||||||||FABRIC|METAL||||||||Not Supported||
UAT4|UAT4|UAT4|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|450 Interstate North Parkway Atlanta, GA 30339, USA|ATLANTA|UNITED STATES OF AMERICA|North America|33.89545|-84.45361|||Off-Net|||||Yes||||Equinix AT4, Atlanta|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||AT1,AT2,AT3,AT5||||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
BAAT|BAAT|BAAT|Live - as designed|AT&T|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|88661 Wickizer Ln Bandon Oregon 97411 6332|BANDON|UNITED STATES OF AMERICA|North America|43.247691|-124.383872|||On-Net|Cable Landing Station|||||FALSE|||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
EWRE|EWRE|EWRE|Live - as designed|Digital Realty|Point of Presence|COLO;|Data Centre|Digital Realty 410 Commerce Boulevard, Carlstadt, UNITED STATES OF AMERICA|CARLSTADT|UNITED STATES OF AMERICA|North America|40.829023|-74.049225|||Off-Net||||||TRUE|||Digital Realty EWR14, Carlstadt|Resell|Digital Realty|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
UCH1|UCH1|UCH1|Live - as designed|Equinix|Infrastructure||Data Centre|350 E Cermak Rd, 5th Floor, Chicago, IL, 60616, United States|CHICAGO|UNITED STATES OF AMERICA|North America|41.85311|-87.61833|||Off-Net|||||Yes||||Equinix CH1, Chicago|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||||||||||||||||||||||||||||||||||||||||||||||
UCH3|UCH3|UCH3|Live - as designed|Equinix|Infrastructure|FABRIC;METAL;|Data Centre|CH3, 1905 Lunt Avenue, Elk Grove Village, IL, US, 60007|CHICAGO|UNITED STATES OF AMERICA|North America|42.0011|-87.95486|||Off-Net|||||Yes||||Equinix CH3, Chicago|Resell|Equinix|||||||||||||||||||||||||||||||||||||||||||||||FABRIC|METAL||||||||||
EQ03|EQ03|EQ03|Live - cease sale|Equinix|Point of Presence|COLO;|Data Centre|350 East Cermak Rd, 8th Fl, Chicago, IL 60616|CHICAGO|UNITED STATES OF AMERICA|North America|#N/A|#N/A|||Off-Net|||||Yes|FALSE|||Equinix CH4, Chicago|Leased|Equinix||No|||||||CH3|CH1,CH2|||||||||||||||||||COLO|||||||||||||||||||||||||||||
EQCH|EQCH|EQCH|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;ICBS;EPLX;IPVPN;VPLS;EVPL;COLO;|PoP;Data Centre|6th flr, 350 East Cermak Road, Chicago, IL 60616, USA|CHICAGO|UNITED STATES OF AMERICA|North America|41.8536495|-87.6183422|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Secondary|AS4637|1G||Yes|TRUE|No|FS|Equinix CH4, Chicago|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||SSAE16 SOC-1 Type II|CH3|CH1,CH2||||EPL||IPL|ICBS|EPLX||||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||||||||||Not Supported|JUS, SX, AAG, UNITY, FASTER|
UCME|UCME|UCME|Live - as designed|Telstra International|Point of Presence|EPLX;|PoP|2905 Diehl Road, Aurora, IL, Chicago|CHICAGO|UNITED STATES OF AMERICA|North America|41.79673|-88.24252||FS US - San Jose|On-Net|Extension|||||TRUE|No|FS|||||||||||||||||||||EPLX||||||||||||||||||||||||||||||||||||||||
EWRK|EWRK|EWRK|Live - as designed|Digital Realty|Point of Presence|COLO;|Data Centre|Digital Realty 100 Delawanna Ave, Clifton, UNITED STATES OF AMERICA|CLIFTON|UNITED STATES OF AMERICA|North America|40.82998709|-74.12638166|||Off-Net||||||TRUE|||Digital Realty EWR20, Clifton|Resell|Digital Realty|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
EWRL|EWRL|EWRL|Live - as designed|Digital Realty|Point of Presence|COLO;|Data Centre|Digital Realty 2 Peekay Drive, Clifton, UNITED STATES OF AMERICA|CLIFTON|UNITED STATES OF AMERICA|North America|40.831523|-74.124375|||Off-Net||||||TRUE|||Digital Realty EWR21, Clifton|Resell|Digital Realty|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
UDAB|UDAB|UDAB|Live - as designed|Equinix|Infrastructure|FABRIC;METAL;|Data Centre|DA11, 1990 North Stemmons Freeway, Dallas, TX, US, 75207|DALLAS|UNITED STATES OF AMERICA|North America|32.80075|-96.81941|||Off-Net|||||Yes||||Equinix DA11, Dallas|Resell|Equinix|||||||||||||||||||||||||||||||||||||||||||||||FABRIC|METAL||||||||||
UDA2|UDA2|UDA2|Live - as designed|Equinix|Infrastructure|FABRIC;METAL;|Data Centre|DA2, 1950 North Stemmons Freeway, Suite 2027, Dallas, TX, US, 75207|DALLAS|UNITED STATES OF AMERICA|North America|32.80075|-96.81941|||Off-Net|||||Yes||||Equinix DA2, Dallas|Resell|Equinix|||||||||||||||||||||||||||||||||||||||||||||||FABRIC|METAL||||||||||
USDF|USDF|USDF|Live - as designed|Telstra International|Point of Presence|EPL;GID;IPVPN;VPLS;EVPL;COLO;|PoP|1950 N Stemmons Fwy, Dallas TX, 75207|DALLAS|UNITED STATES OF AMERICA|North America|32.8007033|-96.8191899|Century Link,AT&T,Verizon,Zayo,|FS US - San Jose|On-Net|Secondary|AS4637|1G||Yes|TRUE|No|FS|Equinix DA6, Dallas|Resell|Equinix||No|||||||DA4,DA7,HO1|DA1,DA2,DA3,DA11||||EPL|||||GID|||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||||||||||Not Supported||
USDN|USDN|USDN|Live - as designed|Telstra International|Point of Presence|IPVPN;VPLS;EVPL;|PoP|910 15th St, Denver|DENVER|UNITED STATES OF AMERICA|North America|39.7456|-104.99567|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Secondary|AS4637|1G|||TRUE|No|FS|||||||||||||||||||||||||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Not Supported||
HILS|HILS|HILS|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|19720 NW Tanasbourne Drive, Hillsboro,Oregon. 97006|HILLSBORO|UNITED STATES OF AMERICA|North America|45.522894|-122.989827|||On-Net|Cable Landing Station|||||FALSE||NP|||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
USFB|USFB|USFB|Live - as designed|Flexential|Point of Presence;Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|Flexential (5737 NE Huffman St, Hillsboro, OR 97124)|HILLSBORO|UNITED STATES OF AMERICA|North America|45.55798|-122.91703|||On-Net|Secondary|||||FALSE|No|FS|||||||||||||||||EPL||IPL|ICBS||||||||||||||||||||||||||||||||||||||||Hawaiki, NCP|
UHHK|UHHK|UHHK|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;|PoP|DR Fortress, LLC,3375 Koapaka Street ,Suite D-198   Honolulu,Hawaii 96819|HONOLULU|UNITED STATES OF AMERICA|North America|21.2009|-157.5504|Century Link,Hawaiian Telecom|FS US - Los Angeles|On-Net|Secondary|||||TRUE|No|FS|||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||Media Node||||
HIKA|HIKA|HIKA|Live - as designed|Telstra International|Infrastructure|EPL;IPL;|PoP|92-384 Farrington Highway, Kapolei, Honolulu, Hawaii|HONOLULU|UNITED STATES OF AMERICA|North America|21.3496|-158.12831|Century Link,Hawaiian Telecom||Off-Net||||||TRUE|No|NP|||||||||||||||||EPL||IPL||||||||||||||||||||||||||||||||||||||Media Node||||
UNS4|UNS4|UNS4|Decommissioned|Telstra International|Point of Presence;Infrastructure|COLO;|Data Centre|NY4, 1st floor, Suite 8295, 755 Secaucus Rd, NJ 07094|JERSEY CITY|UNITED STATES OF AMERICA|North America|40.7787378|-74.0715408||FS US - New Jersey/New York|On-Net|||||Yes|FALSE|No|FS|Equinix NY4, New York|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||SSAE16 SOC-1 Type II|NY1,NY7,NY9,NY11,NY13|NY2,NY5,NY6|||||||||||||||||||COLO|||||||||||||||||||||||||||||
UNY4|UNY4|UNY4|Live - as designed|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;COLO;|PoP;Data Centre|NY4, 1st floor, Suite 8295, 755 Secaucus Rd, NJ 07094|JERSEY CITY|UNITED STATES OF AMERICA|North America|40.776835|-74.069654|Century Link,AT&T,Verizon,Zayo,Hudson Fibre|FS US - New Jersey/New York|On-Net|Extension||||Yes|TRUE|No|FS|Equinix NY4, Secaucus|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||NY1,NY7,NY9,NY11,NY13|NY2,NY5,NY6|||||||||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||||||||||Supported||
KPLS|KPLS|KPLS|Live - as designed|Telstra International|Infrastructure||Cable Landing Station|Verizon Business 92-480 Farrington Highway, Kapolei, Oahu, HI |KAHE POINT|UNITED STATES OF AMERICA|North America|21.354167|-158.130556|||On-Net||||||FALSE||NP|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
KELS|KELS|KELS|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|81-780 Farrington Highway Waianae Hawaii 96792 (Keawaula CLS)|KEAWAULA|UNITED STATES OF AMERICA|North America|19.896766|-155.582782|||On-Net||||||FALSE||NP|||||||||||||||||EPL||IPL|ICBS||||||||||||||||||||||||||||||||||||||||TEC, AAG|
EQ04|EQ04|EQ04|Live - cease sale|Equinix|Point of Presence|COLO;|Data Centre|600 West 7th St 6th Floor, LA, CA 90017|LOS ANGELES|UNITED STATES OF AMERICA|North America|#N/A|#N/A|||Off-Net|||||Yes|FALSE|||Equinix LA1, Los Angeles|Leased|Equinix||No|||||||LA2,LA3,LA4|LA3,LA4|||||||||||||||||||COLO|||||||||||||||||||||||||||||
EQLA|EQLA|EQLA|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;COLO;METAL;|PoP;Data Centre|6/F & 7/F, 600 West 7th, Los Angeles, California 90017 |LOS ANGELES|UNITED STATES OF AMERICA|North America|34.047322|-118.2574494|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Secondary|AS4637||100M|Yes|TRUE|No|FS|Equinix LA1, Los Angeles|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||SSAE16 SOC-1 Type II|LA2,LA3,LA4|LA3,LA4||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||METAL|||||||||JUS, SX, AAG, UNITY, FASTER|
ULA2|ULA2|ULA2|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|818 West 7th Street 6th Floor, Los Angeles, CA 90017, USA|LOS ANGELES|UNITED STATES OF AMERICA|North America|34.04882|-118.25956|||Off-Net|||||Yes||||Equinix LA2, Los Angeles|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LA1,LA3,LA4||||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
ULA3|ULA3|ULA3|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|1920 East Maple Avenue El Segundo, CA 90245, USA|LOS ANGELES|UNITED STATES OF AMERICA|North America|33.9267|-118.39447|||Off-Net|||||Yes||||Equinix LA3, Los Angeles|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LA1,LA2,LA7|LA4|||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
ULA4|ULA4|ULA4|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|LA4, 445 N Douglas St, El Segundo, CA, US, 90245|LOS ANGELES|UNITED STATES OF AMERICA|North America|33.92126|-118.38381|||Off-Net|||||Yes||||Equinix LA4, Los Angeles|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LA1,LA2,LA7|LA3|||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
ULA7|ULA7|ULA7|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|1501 Francisco Street, Torrance, CA 90501, USA|LOS ANGELES|UNITED STATES OF AMERICA|North America|33.85041|-118.30435|||Off-Net|||||Yes||||Equinix LA7, Los Angeles|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||LA1,LA3,LA4||||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
1WLT|1WLT|1WLT|Live - as designed|Telstra International|Point of Presence;Infrastructure|ICBS;IPVPN;VPLS;EVPL;GMN;|PoP;Cable Landing Station|4/F MMR & 3/F Suite 305, One Wilshire Building, 624 South Grand Ave, Los Angeles CA 90017|LOS ANGELES|UNITED STATES OF AMERICA|North America|34.04645|-118.25902|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Secondary|AS4637|100M|||TRUE|No|FS|1WLT|Leased|Telstra International|||||||||||||||||ICBS|||||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||||||||||||Not Supported|UNITY|
1WUN|1WUN|1WUN|Live - cease sale|Telstra International|Point of Presence||Cable Landing Station|One Wilshire, Mezzanine between Gnd and 1st Floor, located at 624S. Grand Ave. Suite 110 Los Angeles, CA90017|LOS ANGELES|UNITED STATES OF AMERICA|North America|34.052234|-118.243685|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Cable Landing Station|||||TRUE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ULAL|ULAL|ULAL|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;|PoP|Cage LA2-02-0201-20105  in Wilshire Annex, 900 N. Alameda Street, Los Angeles, CA 90012|LOS ANGELES|UNITED STATES OF AMERICA|North America|34.058297|-118.235603|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Secondary|||||TRUE|No|FS|ULAL|Leased|Telstra International||No||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
ULRT|ULRT|ULRT|Live - as designed|Telstra International|Point of Presence||PoP|Metropolitan Investment III, Los Angles, Carlifornia, United States of America|LOS ANGELES|UNITED STATES OF AMERICA|North America|33.849728|-118.392177||FS US - Los Angeles|Off-Net||||||FALSE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
1WMR|1WMR|1WMR|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;COLO;TPN;|PoP;Data Centre|One Wilshire, 27/F located at 624S. Grand Ave. Suite 2704 & 2705 Los Angeles, CA90017|LOS ANGELES|UNITED STATES OF AMERICA|North America|34.0479152|-118.2557059|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Secondary||100M||No|FALSE|No|FS|CORESITE LA1, Los Angeles|Owned|Telstra International|||5|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|TPN|||||||||||||||||||TRUE|FALSE|TRUE|TRUE|AWS - US West (North California)|||Supported|UNITY|
TLOT|TLOT|TLOT|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;RSA;VPLS;EVPL;GMN;IPX;|PoP|Suite 400, 611 Wiltshire Blvd, Los Angeles CA 90017|LOS ANGELES|UNITED STATES OF AMERICA|North America|34.0483197|-118.2561845|Century Link,AT&T,Verizon,Zayo,|FS US - Los Angeles|On-Net|Primary|AS4637|1G|1G||FALSE|No|FS|TLOT|Leased|Telstra International||||||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|RSA||VPLS|EVPL|||GMN|||||||||||||||IPX||||||||||Not Supported||VPG
MKLS|MKLS|MKLS|Live - as designed|Telstra International|Infrastructure||Cable Landing Station|Makala|MAKAHA|UNITED STATES OF AMERICA|North America|21.470556|-158.214167|||On-Net||||||FALSE||NP|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MANC|MANC|MANC|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|45001 Kinney Rd, MANCHESTER (MNC), CA 95459|MANCHESTER|UNITED STATES OF AMERICA|North America|38.969916|-123.686929|||On-Net|Cable Landing Station|||||FALSE||NP|||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||Media Node||||
UME1|UME1|UME1|Built & Test|Telstra International|Point of Presence|EPL;GID;IPT;IPVPN;VPLS;EVPL;COLO;FABRIC;|PoP|50 NE 9th St, Miami, FL, United States of America 33132-0000|MIAMI|UNITED STATES OF AMERICA|North America|25.7836|-80.19313||FS US-Remotes Sites|On-Net|||||Yes|FALSE|No|FS|Equinix MI1, Miami|Resell|Equinix||No||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||MI2,MI3,MI6|||||EPL|||||GID|IPT||||IPVPN|||VPLS|EVPL|COLO||||||||||||||||||FABRIC|||||||||||
UMI2|UMI2|UMI2|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|36 NE Second Street Miami, FL 33132, USA|MIAMI|UNITED STATES OF AMERICA|North America|25.77587|-80.19313|||Off-Net|||||Yes||||Equinix MI2, Miami|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||MI1,MI3,MI6||||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
UMI3|UMI3|UMI3|Live - as designed|Equinix|Infrastructure|COLO;FABRIC;METAL;|Data Centre|4680 Conference Way South, Suite 150, Boca Raton, FL 33431, USA|MIAMI|UNITED STATES OF AMERICA|North America|26.38831|-80.10865|||Off-Net|||||Yes||||Equinix MI3, Miami|Resell|Equinix||||COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||MI1,MI2,MI6||||||||||||||||||||COLO||||||||||||||||||FABRIC|METAL||||||||||
